nowcast_date,model,interval_score,sharpness,underprediction,overprediction,coverage_deviation,bias,aem,scale
2022-01-24,"Independent by age, Reference: Week and day of week, Report: Day of week",17.3,5.95,11,0.411,-0.167,-0.547,31.1,natural
2022-01-25,"Reference: Fixed, Report: Fixed",27.7,6.85,20.7,0.148,-0.261,-0.698,50.9,natural
2022-01-25,"Reference: Fixed, Report: Day of week",22.2,5.02,16.8,0.418,-0.252,-0.524,37.9,natural
2022-01-25,"Reference: Age, Report: Day of week",23.7,5.04,18.3,0.36,-0.245,-0.564,40,natural
2022-01-25,"Reference: Age and week, Report: Day of week",24,5.08,18.6,0.357,-0.253,-0.579,40.8,natural
2022-01-25,"Reference: Age and week by age, Report: Day of week",29.9,5.8,23.8,0.383,-0.266,-0.574,49.7,natural
2022-01-25,"Independent by age, Reference: Week, Report: Day of week",22.9,5.6,17.2,0.0666,-0.269,-0.692,40.7,natural
2022-01-25,"Independent by age, Reference: Week and day of week, Report: Day of week",19.3,5.48,13.8,0.0422,-0.235,-0.705,38.9,natural
2022-01-26,"Reference: Fixed, Report: Fixed",21.8,8.61,12.9,0.291,-0.138,-0.513,37.7,natural
2022-01-26,"Reference: Fixed, Report: Day of week",27.4,4.87,22.3,0.235,-0.3,-0.656,47.3,natural
2022-01-26,"Reference: Age, Report: Day of week",33.2,4.74,28.3,0.193,-0.388,-0.761,54.7,natural
2022-01-26,"Reference: Age and week, Report: Day of week",32.8,4.75,27.9,0.19,-0.37,-0.746,54.4,natural
2022-01-26,"Reference: Age and week by age, Report: Day of week",40.6,5.3,35.1,0.135,-0.432,-0.796,65.1,natural
2022-01-26,"Independent by age, Reference: Week, Report: Day of week",30.1,5.26,24.6,0.138,-0.339,-0.787,53,natural
2022-01-26,"Independent by age, Reference: Week and day of week, Report: Day of week",25.4,5.73,19.6,0.123,-0.297,-0.759,43.5,natural
2022-01-27,"Reference: Fixed, Report: Fixed",16.7,10.6,4.87,1.25,-0.0114,-0.142,26.6,natural
2022-01-27,"Reference: Fixed, Report: Day of week",21.1,5.05,15.8,0.263,-0.244,-0.589,39,natural
2022-01-27,"Reference: Age, Report: Day of week",19.5,5.35,13.9,0.269,-0.218,-0.573,37.5,natural
2022-01-27,"Reference: Age and week, Report: Day of week",19.7,5.32,14.1,0.261,-0.219,-0.562,37.3,natural
2022-01-27,"Reference: Age and week by age, Report: Day of week",15.2,6.74,8.18,0.317,-0.0828,-0.454,31.8,natural
2022-01-27,"Independent by age, Reference: Week, Report: Day of week",19.7,5.95,13.6,0.19,-0.182,-0.568,36.8,natural
2022-01-27,"Independent by age, Reference: Week and day of week, Report: Day of week",19,6.58,12.1,0.356,-0.154,-0.512,30.7,natural
2022-01-28,"Reference: Fixed, Report: Fixed",14.2,10.3,3.03,0.876,0.0308,-0.0759,19.2,natural
2022-01-28,"Reference: Fixed, Report: Day of week",23.3,5.05,18.1,0.2,-0.252,-0.562,43.8,natural
2022-01-28,"Reference: Age, Report: Day of week",22.1,5.2,16.7,0.208,-0.244,-0.551,42.8,natural
2022-01-28,"Reference: Age and week, Report: Day of week",22.3,5.19,16.9,0.203,-0.247,-0.548,43.6,natural
2022-01-28,"Reference: Age and week by age, Report: Day of week",24.2,7.51,16.5,0.193,-0.187,-0.578,48.9,natural
2022-01-28,"Independent by age, Reference: Week, Report: Day of week",20.5,5.66,14.7,0.112,-0.172,-0.63,41,natural
2022-01-28,"Independent by age, Reference: Week and day of week, Report: Day of week",17.7,5.99,11.6,0.144,-0.128,-0.595,33.8,natural
2022-01-29,"Reference: Fixed, Report: Fixed",13.4,9.76,3.38,0.294,0.0795,-0.213,21.2,natural
2022-01-29,"Reference: Fixed, Report: Day of week",29.2,4.91,24.1,0.144,-0.341,-0.712,49.6,natural
2022-01-29,"Reference: Age, Report: Day of week",28.4,5,23.3,0.153,-0.33,-0.702,50.3,natural
2022-01-29,"Reference: Age and week, Report: Day of week",28,5.07,22.7,0.161,-0.32,-0.698,49.6,natural
2022-01-29,"Reference: Age and week by age, Report: Day of week",30.8,6.26,24.4,0.144,-0.326,-0.707,55.7,natural
2022-01-29,"Independent by age, Reference: Week, Report: Day of week",25.9,5.5,20.3,0.0779,-0.294,-0.774,48.2,natural
2022-01-29,"Independent by age, Reference: Week and day of week, Report: Day of week",22.8,5.59,17.1,0.0812,-0.278,-0.769,45.2,natural
2022-01-30,"Reference: Fixed, Report: Fixed",24.2,7.61,16.5,0.164,-0.138,-0.573,49.6,natural
2022-01-30,"Reference: Fixed, Report: Day of week",26.4,5.93,18.1,2.42,-0.304,-0.53,46,natural
2022-01-30,"Reference: Age, Report: Day of week",25.2,6.28,16.1,2.8,-0.265,-0.49,45.2,natural
2022-01-30,"Reference: Age and week, Report: Day of week",25.1,6.4,15.6,3.1,-0.252,-0.488,45.7,natural
2022-01-30,"Reference: Age and week by age, Report: Day of week",27,8.15,13.9,4.95,-0.203,-0.39,49.1,natural
2022-01-30,"Independent by age, Reference: Week, Report: Day of week",23.2,6.87,14.7,1.63,-0.266,-0.618,43.3,natural
2022-01-30,"Independent by age, Reference: Week and day of week, Report: Day of week",17.6,6.65,10.5,0.466,-0.174,-0.615,33.2,natural
2022-01-31,"Reference: Fixed, Report: Fixed",57.4,5.47,51.8,0.172,-0.445,-0.823,83.5,natural
2022-01-31,"Reference: Fixed, Report: Day of week",35.8,6.39,23.9,5.5,-0.354,-0.448,58,natural
2022-01-31,"Reference: Age, Report: Day of week",36.1,6.37,24.9,4.91,-0.36,-0.455,58,natural
2022-01-31,"Reference: Age and week, Report: Day of week",36,6.49,24.3,5.17,-0.347,-0.452,58.7,natural
2022-01-31,"Reference: Age and week by age, Report: Day of week",34.8,7.39,22.1,5.33,-0.325,-0.441,59.3,natural
2022-01-31,"Independent by age, Reference: Week, Report: Day of week",32.8,6.94,22.2,3.62,-0.373,-0.571,55.3,natural
2022-01-31,"Independent by age, Reference: Week and day of week, Report: Day of week",22.6,6.33,15.8,0.445,-0.247,-0.6,40.3,natural
2022-02-01,"Reference: Fixed, Report: Fixed",43.2,7.39,35.6,0.205,-0.351,-0.721,69.8,natural
2022-02-01,"Reference: Fixed, Report: Day of week",36.6,5.5,30.2,0.92,-0.325,-0.559,56.1,natural
2022-02-01,"Reference: Age, Report: Day of week",38.7,5.48,32.6,0.673,-0.341,-0.603,59.1,natural
2022-02-01,"Reference: Age and week, Report: Day of week",39.2,5.54,33,0.648,-0.344,-0.606,60.1,natural
2022-02-01,"Reference: Age and week by age, Report: Day of week",51,5.54,45.2,0.216,-0.38,-0.711,73.6,natural
2022-02-01,"Independent by age, Reference: Week, Report: Day of week",34.8,6.03,28.5,0.249,-0.308,-0.673,55.3,natural
2022-02-01,"Independent by age, Reference: Week and day of week, Report: Day of week",28.3,5.92,22.3,0.119,-0.289,-0.735,51,natural
2022-02-02,"Reference: Fixed, Report: Fixed",29.4,9.57,19,0.805,-0.206,-0.502,52.9,natural
2022-02-02,"Reference: Fixed, Report: Day of week",38,5.47,31.8,0.716,-0.326,-0.592,59.9,natural
2022-02-02,"Reference: Age, Report: Day of week",34.1,5.91,27.4,0.794,-0.278,-0.564,56.8,natural
2022-02-02,"Reference: Age and week, Report: Day of week",35.5,5.93,28.9,0.75,-0.279,-0.579,58.5,natural
2022-02-02,"Reference: Age and week by age, Report: Day of week",33.7,6.71,26.5,0.446,-0.237,-0.596,59.4,natural
2022-02-02,"Independent by age, Reference: Week, Report: Day of week",31.3,6.46,24.5,0.354,-0.256,-0.628,55.8,natural
2022-02-02,"Independent by age, Reference: Week and day of week, Report: Day of week",22.3,6.95,15.1,0.234,-0.192,-0.653,43.4,natural
2022-02-03,"Reference: Fixed, Report: Fixed",26.6,10.6,15.2,0.829,-0.149,-0.42,46.2,natural
2022-02-03,"Reference: Fixed, Report: Day of week",43.8,5.4,38,0.437,-0.356,-0.673,68,natural
2022-02-03,"Reference: Age, Report: Day of week",47.6,5.39,41.9,0.351,-0.399,-0.733,72.5,natural
2022-02-03,"Reference: Age and week, Report: Day of week",48.1,5.41,42.4,0.342,-0.399,-0.733,73,natural
2022-02-03,"Reference: Age and week by age, Report: Day of week",48.8,6.96,41.6,0.17,-0.403,-0.768,81.3,natural
2022-02-03,"Independent by age, Reference: Week, Report: Day of week",38.3,6.03,32.1,0.183,-0.365,-0.758,65.3,natural
2022-02-03,"Independent by age, Reference: Week and day of week, Report: Day of week",30.1,6.5,23.5,0.177,-0.328,-0.766,54.7,natural
2022-02-04,"Reference: Fixed, Report: Fixed",20.3,11.8,7.66,0.85,-0.0649,-0.29,31.9,natural
2022-02-04,"Reference: Fixed, Report: Day of week",36,5.77,29.8,0.355,-0.351,-0.635,60.9,natural
2022-02-04,"Reference: Age, Report: Day of week",35,5.97,28.7,0.318,-0.333,-0.663,61.5,natural
2022-02-04,"Reference: Age and week, Report: Day of week",33.5,6.14,27,0.328,-0.32,-0.65,59.4,natural
2022-02-04,"Reference: Age and week by age, Report: Day of week",32.7,8.63,23.9,0.227,-0.279,-0.684,63.4,natural
2022-02-04,"Independent by age, Reference: Week, Report: Day of week",28.2,6.7,21.3,0.246,-0.234,-0.674,53.7,natural
2022-02-04,"Independent by age, Reference: Week and day of week, Report: Day of week",22.9,7.18,15.5,0.201,-0.214,-0.687,41.3,natural
2022-02-05,"Reference: Fixed, Report: Fixed",16.2,11.8,3.62,0.721,0.0536,-0.211,25.2,natural
2022-02-05,"Reference: Fixed, Report: Day of week",30.8,5.88,24.6,0.338,-0.321,-0.654,54.5,natural
2022-02-05,"Reference: Age, Report: Day of week",28,6.51,21.2,0.331,-0.231,-0.573,52.5,natural
2022-02-05,"Reference: Age and week, Report: Day of week",25.1,7.01,17.7,0.443,-0.18,-0.479,47.1,natural
2022-02-05,"Reference: Age and week by age, Report: Day of week",29,8.36,20.4,0.267,-0.208,-0.569,55,natural
2022-02-05,"Independent by age, Reference: Week, Report: Day of week",21.7,7.4,14,0.323,-0.133,-0.59,41.9,natural
2022-02-05,"Independent by age, Reference: Week and day of week, Report: Day of week",18.1,7.67,10.2,0.3,-0.13,-0.602,34.1,natural
2022-02-06,"Reference: Fixed, Report: Fixed",36.3,8.79,26.9,0.59,-0.242,-0.496,68,natural
2022-02-06,"Reference: Fixed, Report: Day of week",38.5,6.37,29.1,3.02,-0.394,-0.501,63.3,natural
2022-02-06,"Reference: Age, Report: Day of week",44.6,7.08,34.7,2.85,-0.325,-0.397,70.1,natural
2022-02-06,"Reference: Age and week, Report: Day of week",40.8,7.45,29.3,4.01,-0.312,-0.355,67.1,natural
2022-02-06,"Reference: Age and week by age, Report: Day of week",43.4,8.19,32.2,3.05,-0.312,-0.442,71.2,natural
2022-02-06,"Independent by age, Reference: Week, Report: Day of week",28.2,7.92,18.7,1.6,-0.235,-0.504,53.4,natural
2022-02-06,"Independent by age, Reference: Week and day of week, Report: Day of week",21.6,7.7,13.2,0.696,-0.195,-0.511,42.1,natural
2022-02-07,"Reference: Fixed, Report: Fixed",82,6.11,75.7,0.12,-0.442,-0.795,112,natural
2022-02-07,"Reference: Fixed, Report: Day of week",46.8,6.58,37.7,2.58,-0.396,-0.434,68.7,natural
2022-02-07,"Reference: Age, Report: Day of week",42.5,7.16,32.5,2.89,-0.357,-0.401,66.7,natural
2022-02-07,"Reference: Age and week, Report: Day of week",41.1,7.33,31.2,2.56,-0.341,-0.416,66.2,natural
2022-02-07,"Reference: Age and week by age, Report: Day of week",42.6,9.17,29.3,4.11,-0.328,-0.389,72.7,natural
2022-02-07,"Independent by age, Reference: Week, Report: Day of week",38.7,7.88,29.6,1.26,-0.294,-0.546,61.2,natural
2022-02-07,"Independent by age, Reference: Week and day of week, Report: Day of week",29.5,6.94,22.2,0.378,-0.237,-0.639,53.5,natural
2022-02-08,"Reference: Fixed, Report: Fixed",58.2,8.47,49.6,0.0877,-0.364,-0.729,91.6,natural
2022-02-08,"Reference: Fixed, Report: Day of week",49.3,6.03,42.8,0.526,-0.369,-0.56,72.9,natural
2022-02-08,"Reference: Age, Report: Day of week",43.5,6.73,36.2,0.633,-0.334,-0.529,69,natural
2022-02-08,"Reference: Age and week, Report: Day of week",44.9,6.66,37.7,0.524,-0.341,-0.554,70.3,natural
2022-02-08,"Reference: Age and week by age, Report: Day of week",42.3,8.81,32.2,1.35,-0.273,-0.433,71.8,natural
2022-02-08,"Independent by age, Reference: Week, Report: Day of week",41.7,7.11,34.5,0.153,-0.307,-0.645,66,natural
2022-02-08,"Independent by age, Reference: Week and day of week, Report: Day of week",33.1,6.98,26.1,0.0179,-0.268,-0.744,59.2,natural
2022-02-09,"Reference: Fixed, Report: Fixed",32.4,11.7,20,0.772,-0.185,-0.379,57.2,natural
2022-02-09,"Reference: Fixed, Report: Day of week",39.7,6.44,32.8,0.534,-0.313,-0.505,64.2,natural
2022-02-09,"Reference: Age, Report: Day of week",29.4,8.02,19.8,1.62,-0.214,-0.234,51.1,natural
2022-02-09,"Reference: Age and week, Report: Day of week",28.3,8.25,18.6,1.51,-0.198,-0.225,49.2,natural
2022-02-09,"Reference: Age and week by age, Report: Day of week",27.6,11.1,13.5,2.9,-0.131,-0.143,54.1,natural
2022-02-09,"Independent by age, Reference: Week, Report: Day of week",28.8,8.39,19.7,0.726,-0.172,-0.361,50.7,natural
2022-02-09,"Independent by age, Reference: Week and day of week, Report: Day of week",20.2,9.17,10.5,0.597,-0.101,-0.397,33.5,natural
2022-02-10,"Reference: Fixed, Report: Fixed",25.8,12.5,12.7,0.623,-0.0682,-0.28,40.2,natural
2022-02-10,"Reference: Fixed, Report: Day of week",39.3,6.15,32.9,0.242,-0.307,-0.542,64.2,natural
2022-02-10,"Reference: Age, Report: Day of week",30.1,6.97,22.9,0.295,-0.234,-0.479,56.1,natural
2022-02-10,"Reference: Age and week, Report: Day of week",26.3,7.41,18.6,0.326,-0.188,-0.443,51.8,natural
2022-02-10,"Reference: Age and week by age, Report: Day of week",67.2,7.5,59.5,0.255,-0.33,-0.578,92.8,natural
2022-02-10,"Independent by age, Reference: Week, Report: Day of week",24.8,8.02,16.5,0.25,-0.125,-0.511,47.3,natural
2022-02-10,"Independent by age, Reference: Week and day of week, Report: Day of week",20.6,8.81,11.4,0.455,-0.11,-0.514,33.2,natural
2022-02-11,"Reference: Fixed, Report: Fixed",19.6,13.4,4.4,1.84,0.00487,-0.033,31.9,natural
2022-02-11,"Reference: Fixed, Report: Day of week",24.8,6.52,17.9,0.376,-0.216,-0.436,43.5,natural
2022-02-11,"Reference: Age, Report: Day of week",18.5,7.43,10.5,0.588,-0.119,-0.319,35.5,natural
2022-02-11,"Reference: Age and week, Report: Day of week",16.8,7.76,8.2,0.877,-0.0909,-0.267,31.7,natural
2022-02-11,"Reference: Age and week by age, Report: Day of week",32.8,9.57,23,0.227,-0.162,-0.481,62,natural
2022-02-11,"Independent by age, Reference: Week, Report: Day of week",15.4,8.28,6.7,0.463,-0.0244,-0.33,26.1,natural
2022-02-11,"Independent by age, Reference: Week and day of week, Report: Day of week",17,8.7,6.39,1.94,-0.0584,-0.3,34,natural
2022-02-12,"Reference: Fixed, Report: Fixed",17.2,12.5,3.44,1.28,0.0292,-0.0607,25.7,natural
2022-02-12,"Reference: Fixed, Report: Day of week",28.2,6.12,21.4,0.641,-0.268,-0.473,47.7,natural
2022-02-12,"Reference: Age, Report: Day of week",27.6,6.82,20,0.736,-0.213,-0.413,49,natural
2022-02-12,"Reference: Age and week, Report: Day of week",26.5,7.06,18.6,0.926,-0.196,-0.362,46.2,natural
2022-02-12,"Reference: Age and week by age, Report: Day of week",51.9,7.14,44.5,0.261,-0.31,-0.608,80.5,natural
2022-02-12,"Independent by age, Reference: Week, Report: Day of week",18.7,7.68,10.8,0.177,-0.0877,-0.499,33.8,natural
2022-02-12,"Independent by age, Reference: Week and day of week, Report: Day of week",17.4,7.84,9.33,0.215,-0.086,-0.504,27.5,natural
2022-02-13,"Reference: Fixed, Report: Fixed",30.9,9.31,21.3,0.282,-0.141,-0.426,60.2,natural
2022-02-13,"Reference: Fixed, Report: Day of week",32.6,6.46,24,2.11,-0.334,-0.378,53.3,natural
2022-02-13,"Reference: Age, Report: Day of week",46,6.72,38.1,1.24,-0.305,-0.374,69.1,natural
2022-02-13,"Reference: Age and week, Report: Day of week",45.5,6.79,37.5,1.2,-0.302,-0.362,68.8,natural
2022-02-13,"Reference: Age and week by age, Report: Day of week",48.8,7.67,40,1.21,-0.292,-0.432,74.2,natural
2022-02-13,"Independent by age, Reference: Week, Report: Day of week",26,8.09,16.6,1.25,-0.156,-0.464,48.3,natural
2022-02-13,"Independent by age, Reference: Week and day of week, Report: Day of week",19.8,7.68,11.9,0.257,-0.107,-0.534,36,natural
2022-02-14,"Reference: Fixed, Report: Fixed",75.7,6.31,69.3,0.0885,-0.407,-0.757,107,natural
2022-02-14,"Reference: Fixed, Report: Day of week",43.4,6.71,32.8,3.88,-0.347,-0.343,66.3,natural
2022-02-14,"Reference: Age, Report: Day of week",44.5,6.95,35.3,2.28,-0.325,-0.411,67.5,natural
2022-02-14,"Reference: Age and week, Report: Day of week",45.7,6.95,36.7,2.03,-0.321,-0.439,68.3,natural
2022-02-14,"Reference: Age and week by age, Report: Day of week",58.1,8.3,47.7,2.12,-0.347,-0.462,84.1,natural
2022-02-14,"Independent by age, Reference: Week, Report: Day of week",38,7.85,29.2,0.925,-0.281,-0.498,60.3,natural
2022-02-14,"Independent by age, Reference: Week and day of week, Report: Day of week",27.1,7.22,19.7,0.209,-0.179,-0.604,49.4,natural
2022-02-15,"Reference: Fixed, Report: Fixed",48.3,8.74,39.1,0.436,-0.284,-0.62,80.5,natural
2022-02-15,"Reference: Fixed, Report: Day of week",38,6.38,30.2,1.42,-0.266,-0.423,59.2,natural
2022-02-15,"Reference: Age, Report: Day of week",33.8,6.89,25.7,1.16,-0.239,-0.407,56.9,natural
2022-02-15,"Reference: Age and week, Report: Day of week",34.1,6.9,26.2,0.998,-0.24,-0.406,57.3,natural
2022-02-15,"Reference: Age and week by age, Report: Day of week",42.7,9.43,30,3.24,-0.268,-0.306,72.7,natural
2022-02-15,"Independent by age, Reference: Week, Report: Day of week",28.6,7.8,19.8,0.987,-0.195,-0.5,51.5,natural
2022-02-15,"Independent by age, Reference: Week and day of week, Report: Day of week",19.8,7.67,11.9,0.295,-0.101,-0.512,40.1,natural
2022-02-16,"Reference: Fixed, Report: Fixed",28.9,11.6,15.6,1.7,-0.13,-0.32,52.1,natural
2022-02-16,"Reference: Fixed, Report: Day of week",31.9,6.5,24.6,0.757,-0.18,-0.338,51.2,natural
2022-02-16,"Reference: Age, Report: Day of week",26.8,7.39,18.3,1.07,-0.141,-0.236,47.2,natural
2022-02-16,"Reference: Age and week, Report: Day of week",24.1,7.59,15.3,1.13,-0.13,-0.223,44.3,natural
2022-02-16,"Reference: Age and week by age, Report: Day of week",26.8,9.04,16.2,1.55,-0.127,-0.174,50.7,natural
2022-02-16,"Independent by age, Reference: Week, Report: Day of week",21,8.72,10.7,1.66,-0.115,-0.33,43.1,natural
2022-02-16,"Independent by age, Reference: Week and day of week, Report: Day of week",14.6,9.17,4.17,1.3,-0.00974,-0.249,27.3,natural
2022-02-17,"Reference: Fixed, Report: Fixed",21.8,12.3,8.33,1.16,-0.00325,-0.14,38.9,natural
2022-02-17,"Reference: Fixed, Report: Day of week",33.3,6.17,26.8,0.312,-0.224,-0.486,58,natural
2022-02-17,"Reference: Age, Report: Day of week",38.5,6.51,31.8,0.177,-0.242,-0.546,67.1,natural
2022-02-17,"Reference: Age and week, Report: Day of week",35.1,6.71,28.2,0.229,-0.231,-0.527,63.9,natural
2022-02-17,"Reference: Age and week by age, Report: Day of week",72.2,6.69,65.4,0.11,-0.33,-0.621,96.1,natural
2022-02-17,"Independent by age, Reference: Week, Report: Day of week",20.2,8.16,11.7,0.3,-0.0406,-0.429,42.3,natural
2022-02-17,"Independent by age, Reference: Week and day of week, Report: Day of week",15.2,8.59,6.38,0.208,0.00974,-0.375,30.8,natural
2022-02-18,"Reference: Fixed, Report: Fixed",19.1,13.6,2.89,2.67,0.00812,0.147,28.3,natural
2022-02-18,"Reference: Fixed, Report: Day of week",21.1,6.67,13.6,0.828,-0.133,-0.27,41,natural
2022-02-18,"Reference: Age, Report: Day of week",21.8,7.48,13.6,0.787,-0.12,-0.362,45.6,natural
2022-02-18,"Reference: Age and week, Report: Day of week",22.4,7.34,14.1,0.971,-0.149,-0.371,46.4,natural
2022-02-18,"Reference: Age and week by age, Report: Day of week",46.9,8.31,38.3,0.325,-0.183,-0.451,77.1,natural
2022-02-18,"Independent by age, Reference: Week, Report: Day of week",12.7,8.56,3.45,0.738,0.0779,-0.255,22.7,natural
2022-02-18,"Independent by age, Reference: Week and day of week, Report: Day of week",12.5,8.77,2.69,1.01,0.0584,-0.247,21.2,natural
2022-02-19,"Reference: Fixed, Report: Fixed",17.9,13.6,0.963,3.38,0.0292,0.293,27.3,natural
2022-02-19,"Reference: Fixed, Report: Day of week",16,6.64,8.4,0.963,-0.0812,-0.196,27.9,natural
2022-02-19,"Reference: Age, Report: Day of week",34.2,6.79,25.9,1.54,-0.198,-0.306,55.9,natural
2022-02-19,"Reference: Age and week, Report: Day of week",34.8,6.8,26,1.91,-0.221,-0.298,56.7,natural
2022-02-19,"Reference: Age and week by age, Report: Day of week",49,6.98,41.2,0.758,-0.214,-0.38,69.7,natural
2022-02-19,"Independent by age, Reference: Week, Report: Day of week",13.6,9.4,2.01,2.16,0.0341,-0.0304,22.1,natural
2022-02-19,"Independent by age, Reference: Week and day of week, Report: Day of week",13.8,9.37,2.12,2.35,0.0357,-0.0946,23.7,natural
2022-02-20,"Reference: Fixed, Report: Fixed",20.6,10.1,10.1,0.46,-0.013,-0.234,44.2,natural
2022-02-20,"Reference: Fixed, Report: Day of week",19.2,6.96,9.02,3.21,-0.102,-0.158,33.1,natural
2022-02-20,"Reference: Age, Report: Day of week",50.6,6.31,41.8,2.5,-0.344,-0.257,72.4,natural
2022-02-20,"Reference: Age and week, Report: Day of week",51.9,6.13,43.1,2.65,-0.357,-0.254,73.1,natural
2022-02-20,"Reference: Age and week by age, Report: Day of week",41.3,8.47,29.7,3.12,-0.248,-0.186,66.6,natural
2022-02-20,"Independent by age, Reference: Week, Report: Day of week",17.9,9.7,3.63,4.54,-0.0487,-0.107,35.9,natural
2022-02-20,"Independent by age, Reference: Week and day of week, Report: Day of week",14.3,8.92,3.05,2.28,0.00812,-0.105,24.7,natural
2022-02-21,"Reference: Fixed, Report: Fixed",54.5,7.26,47.2,0.0657,-0.273,-0.67,85.9,natural
2022-02-21,"Reference: Fixed, Report: Day of week",22.9,7.7,8.4,6.77,-0.187,0.00893,43.8,natural
2022-02-21,"Reference: Age, Report: Day of week",24.1,9.31,5.08,9.73,-0.182,0.112,47.9,natural
2022-02-21,"Reference: Age and week, Report: Day of week",24.9,9.47,5.28,10.1,-0.185,0.11,48.9,natural
2022-02-21,"Reference: Age and week by age, Report: Day of week",29.8,10.8,5.87,13.1,-0.157,0.157,55.6,natural
2022-02-21,"Independent by age, Reference: Week, Report: Day of week",23.3,10.5,2.94,9.8,-0.0682,0.0295,45.7,natural
2022-02-21,"Independent by age, Reference: Week and day of week, Report: Day of week",14.7,9.43,1.89,3.35,0.026,0.0286,29.8,natural
2022-02-22,"Reference: Fixed, Report: Fixed",32,9.91,21,1.05,-0.196,-0.405,64.5,natural
2022-02-22,"Reference: Fixed, Report: Day of week",24.9,7.17,11.3,6.43,-0.253,0.0545,45.8,natural
2022-02-22,"Reference: Age, Report: Day of week",24.9,8.18,8.7,8.04,-0.229,0.126,45,natural
2022-02-22,"Reference: Age and week, Report: Day of week",25.4,8.18,8.47,8.73,-0.245,0.135,46.4,natural
2022-02-22,"Reference: Age and week by age, Report: Day of week",34,9.75,18.7,5.53,-0.237,-0.0696,61.8,natural
2022-02-22,"Independent by age, Reference: Week, Report: Day of week",21.4,8.89,5.43,7.07,-0.114,-0.0571,42,natural
2022-02-22,"Independent by age, Reference: Week and day of week, Report: Day of week",16.6,8.64,3.56,4.39,-0.039,-0.0107,34.5,natural
2022-02-23,"Reference: Fixed, Report: Fixed",22.8,12.5,6.45,3.83,-0.0893,-0.0616,39.3,natural
2022-02-23,"Reference: Fixed, Report: Day of week",21,6.65,10.8,3.49,-0.198,-0.00357,39,natural
2022-02-23,"Reference: Age, Report: Day of week",22.4,7.09,13.6,1.73,-0.169,-0.157,42,natural
2022-02-23,"Reference: Age and week, Report: Day of week",22.8,7.12,13.7,2.02,-0.175,-0.151,42.4,natural
2022-02-23,"Reference: Age and week by age, Report: Day of week",29.8,8.05,21.1,0.649,-0.162,-0.37,55,natural
2022-02-23,"Independent by age, Reference: Week, Report: Day of week",17.1,7.92,6.36,2.78,-0.0779,-0.0929,33.9,natural
2022-02-23,"Independent by age, Reference: Week and day of week, Report: Day of week",13.1,8.5,2.78,1.79,-0.00649,-0.05,22.2,natural
2022-02-24,"Reference: Fixed, Report: Fixed",21,13.1,4.41,3.55,-0.0649,0.0643,33.7,natural
2022-02-24,"Reference: Fixed, Report: Day of week",20,6.48,11.7,1.82,-0.214,-0.209,40.1,natural
2022-02-24,"Reference: Age, Report: Day of week",53.3,5.89,47.3,0.0519,-0.369,-0.686,82.2,natural
2022-02-24,"Reference: Age and week, Report: Day of week",53.6,5.87,47.7,0.0487,-0.372,-0.687,82,natural
2022-02-24,"Reference: Age and week by age, Report: Day of week",77.2,5.85,71.3,0.00812,-0.456,-0.854,107,natural
2022-02-24,"Independent by age, Reference: Week, Report: Day of week",20.1,7.41,12,0.682,-0.11,-0.358,43,natural
2022-02-24,"Independent by age, Reference: Week and day of week, Report: Day of week",16.8,7.85,8.5,0.442,-0.0682,-0.362,33.5,natural
2022-02-25,"Reference: Fixed, Report: Fixed",19.1,13.8,1.62,3.69,-0.0357,0.241,31.7,natural
2022-02-25,"Reference: Fixed, Report: Day of week",15.6,6.36,8.26,1.04,-0.146,-0.156,30.3,natural
2022-02-25,"Reference: Age, Report: Day of week",47.3,5.96,41.3,0.0747,-0.341,-0.697,75.6,natural
2022-02-25,"Reference: Age and week, Report: Day of week",50.1,5.83,44.2,0.0649,-0.352,-0.711,77.9,natural
2022-02-25,"Reference: Age and week by age, Report: Day of week",70,6,64,0.00649,-0.406,-0.81,97.5,natural
2022-02-25,"Independent by age, Reference: Week, Report: Day of week",20.2,7.19,12.8,0.255,-0.107,-0.443,40.5,natural
2022-02-25,"Independent by age, Reference: Week and day of week, Report: Day of week",19,7.66,11.1,0.164,-0.11,-0.438,36.7,natural
2022-02-26,"Reference: Fixed, Report: Fixed",20.7,14,0.396,6.27,-0.0698,0.462,39.4,natural
2022-02-26,"Reference: Fixed, Report: Day of week",13.3,6.57,4.3,2.4,-0.131,0.128,25.9,natural
2022-02-26,"Reference: Age, Report: Day of week",14.4,6.91,5.98,1.54,-0.109,0.0312,27.4,natural
2022-02-26,"Reference: Age and week, Report: Day of week",15.4,7.11,6.24,2,-0.12,0.0946,29.5,natural
2022-02-26,"Reference: Age and week by age, Report: Day of week",31.4,8.3,22.4,0.737,-0.18,-0.355,49.9,natural
2022-02-26,"Independent by age, Reference: Week, Report: Day of week",12.6,7.42,4.14,0.998,0.0308,-0.0875,23.1,natural
2022-02-26,"Independent by age, Reference: Week and day of week, Report: Day of week",13.2,7.44,4.32,1.46,0.00649,-0.0652,24.4,natural
2022-02-27,"Reference: Fixed, Report: Fixed",17,10.4,5.42,1.25,-0.0552,-0.0143,35.6,natural
2022-02-27,"Reference: Fixed, Report: Day of week",19.4,6.98,5.99,6.47,-0.231,0.225,37.1,natural
2022-02-27,"Reference: Age, Report: Day of week",24.8,8.25,13.7,2.82,-0.148,-0.125,44.6,natural
